Category,ContentType,ReactionType,Sentiment,Score,Datetime
food,photo,want,positive,70,5/28/2021 2:40
food,photo,dislike,negative,10,6/15/2021 18:36
food,photo,cherish,positive,70,3/20/2021 6:56
soccer,GIF,worried,negative,12,1/11/2021 2:07
soccer,GIF,worried,negative,12,8/21/2020 9:11
soccer,GIF,disgust,negative,0,1/21/2021 22:16
soccer,GIF,love,positive,65,8/17/2020 9:49
soccer,GIF,heart,positive,60,11/8/2020 7:45
soccer,GIF,love,positive,65,11/1/2020 18:59
soccer,GIF,interested,positive,30,11/4/2020 7:12
soccer,GIF,worried,negative,12,2/4/2021 19:27
soccer,GIF,super love,positive,75,5/10/2021 13:47
soccer,GIF,adore,positive,72,10/8/2020 23:02
soccer,GIF,intrigued,positive,45,12/20/2020 11:41
soccer,GIF,dislike,negative,10,12/23/2020 14:14
soccer,GIF,like,positive,50,6/28/2020 10:29
soccer,GIF,intrigued,positive,45,7/20/2020 12:47
soccer,GIF,adore,positive,72,6/24/2020 23:08
healthy eating,audio,like,positive,50,3/10/2021 21:47
healthy eating,audio,cherish,positive,70,1/15/2021 12:12
healthy eating,audio,intrigued,positive,45,7/24/2020 5:45
healthy eating,audio,like,positive,50,2/24/2021 4:47
healthy eating,audio,want,positive,70,11/18/2020 21:52
healthy eating,audio,like,positive,50,5/7/2021 16:28
healthy eating,audio,intrigued,positive,45,11/29/2020 15:59
healthy eating,audio,scared,negative,15,8/8/2020 11:04
healthy eating,audio,peeking,neutral,35,4/21/2021 2:23
healthy eating,audio,dislike,negative,10,12/8/2020 0:21
healthy eating,audio,disgust,negative,0,2/22/2021 15:52
healthy eating,audio,interested,positive,30,12/8/2020 13:38
healthy eating,audio,interested,positive,30,11/1/2020 8:06
healthy eating,audio,disgust,negative,0,2/13/2021 0:16
healthy eating,audio,interested,positive,30,1/8/2021 6:28
healthy eating,audio,heart,positive,60,11/21/2020 21:29
science,video,dislike,negative,10,2/24/2021 15:37
science,video,love,positive,65,11/19/2020 2:10
science,video,want,positive,70,12/26/2020 11:40
science,video,like,positive,50,1/10/2021 5:48
science,video,want,positive,70,8/29/2020 8:51
science,video,heart,positive,60,11/5/2020 13:24
science,video,disgust,negative,0,12/26/2020 10:18
science,video,dislike,negative,10,4/10/2021 9:38
science,video,indifferent,neutral,20,1/24/2021 11:22
science,video,intrigued,positive,45,9/25/2020 0:04
science,video,like,positive,50,4/4/2021 11:22
science,video,want,positive,70,3/11/2021 13:47
science,video,heart,positive,60,8/23/2020 22:17
science,video,super love,positive,75,1/31/2021 4:46
science,video,adore,positive,72,6/27/2020 8:51
science,video,intrigued,positive,45,11/17/2020 9:42
science,video,indifferent,neutral,20,5/21/2021 5:18
science,video,dislike,negative,10,5/7/2021 10:55
science,video,peeking,neutral,35,9/1/2020 22:17
science,video,cherish,positive,70,5/10/2021 8:43
science,video,super love,positive,75,8/19/2020 20:05
science,video,dislike,negative,10,11/6/2020 0:23
science,video,heart,positive,60,4/20/2021 22:40
science,video,intrigued,positive,45,6/17/2021 10:47
science,video,heart,positive,60,1/29/2021 14:51
science,video,dislike,negative,10,11/6/2020 3:56
science,video,want,positive,70,2/21/2021 5:05
science,video,love,positive,65,6/23/2020 0:59
science,video,want,positive,70,3/10/2021 10:41
science,video,scared,negative,15,12/8/2020 15:04
science,video,like,positive,50,2/26/2021 1:15
science,video,peeking,neutral,35,1/26/2021 3:52
science,video,disgust,negative,0,6/20/2020 11:09
science,video,peeking,neutral,35,12/6/2020 22:41
science,video,adore,positive,72,1/29/2021 11:27
science,video,heart,positive,60,8/5/2020 0:36
science,video,intrigued,positive,45,2/25/2021 23:08
science,video,scared,negative,15,1/13/2021 2:34
science,video,interested,positive,30,1/19/2021 17:13
science,video,heart,positive,60,2/28/2021 15:55
science,video,adore,positive,72,7/13/2020 17:33
science,video,heart,positive,60,9/25/2020 14:01
science,video,cherish,positive,70,2/18/2021 3:46
science,video,super love,positive,75,4/4/2021 8:30
science,video,intrigued,positive,45,3/21/2021 21:56
science,video,hate,negative,5,10/24/2020 11:28
science,video,intrigued,positive,45,11/19/2020 8:57
science,video,cherish,positive,70,7/22/2020 17:31
soccer,video,worried,negative,12,1/3/2021 14:00
soccer,video,like,positive,50,9/28/2020 8:15
soccer,video,super love,positive,75,11/30/2020 9:37
soccer,video,like,positive,50,12/23/2020 6:30
soccer,video,indifferent,neutral,20,9/2/2020 5:36
soccer,video,worried,negative,12,8/6/2020 6:48
soccer,video,hate,negative,5,12/17/2020 14:11
soccer,video,heart,positive,60,7/19/2020 1:39
cooking,photo,indifferent,neutral,20,4/25/2021 3:00
cooking,photo,like,positive,50,3/4/2021 6:41
cooking,photo,indifferent,neutral,20,8/7/2020 17:25
cooking,photo,cherish,positive,70,7/8/2020 11:52
cooking,photo,worried,negative,12,9/21/2020 3:39
cooking,photo,like,positive,50,2/25/2021 6:56
cooking,photo,intrigued,positive,45,12/19/2020 8:48
cooking,photo,hate,negative,5,5/14/2021 5:44
cooking,photo,peeking,neutral,35,6/3/2021 3:22
cooking,photo,intrigued,positive,45,9/27/2020 8:51
cooking,photo,cherish,positive,70,7/3/2020 21:16
cooking,photo,indifferent,neutral,20,10/27/2020 13:27
cooking,photo,indifferent,neutral,20,8/25/2020 7:25
cooking,photo,heart,positive,60,10/11/2020 10:02
cooking,photo,hate,negative,5,9/27/2020 9:58
cooking,photo,peeking,neutral,35,7/5/2020 17:47
cooking,photo,hate,negative,5,8/1/2020 4:17
technology,audio,interested,positive,30,4/21/2021 11:22
technology,audio,like,positive,50,8/13/2020 17:41
technology,audio,peeking,neutral,35,12/20/2020 6:59
technology,audio,indifferent,neutral,20,8/25/2020 15:07
technology,audio,interested,positive,30,11/23/2020 15:30
technology,audio,like,positive,50,4/28/2021 5:10
technology,audio,want,positive,70,4/26/2021 14:13
technology,audio,disgust,negative,0,8/5/2020 15:24
technology,audio,worried,negative,12,1/29/2021 2:45
technology,audio,super love,positive,75,8/25/2020 11:48
soccer,GIF,worried,negative,12,11/19/2020 0:35
soccer,GIF,want,positive,70,10/7/2020 2:45
soccer,GIF,worried,negative,12,1/6/2021 17:56
soccer,GIF,super love,positive,75,2/7/2021 10:10
soccer,GIF,scared,negative,15,1/18/2021 7:22
soccer,GIF,super love,positive,75,1/4/2021 9:10
soccer,GIF,love,positive,65,2/15/2021 11:53
soccer,GIF,like,positive,50,12/3/2020 6:42
soccer,GIF,dislike,negative,10,11/30/2020 1:57
soccer,GIF,like,positive,50,3/17/2021 2:21
soccer,GIF,peeking,neutral,35,3/3/2021 21:41
soccer,GIF,interested,positive,30,8/12/2020 10:16
soccer,GIF,peeking,neutral,35,3/10/2021 19:48
soccer,GIF,want,positive,70,5/27/2021 15:37
soccer,GIF,heart,positive,60,5/16/2021 12:29
soccer,GIF,interested,positive,30,7/20/2020 10:20
soccer,GIF,hate,negative,5,2/23/2021 6:29
soccer,GIF,indifferent,neutral,20,4/15/2021 8:10
soccer,GIF,indifferent,neutral,20,6/18/2021 5:32
soccer,GIF,worried,negative,12,5/29/2021 13:35
soccer,GIF,interested,positive,30,10/12/2020 19:29
soccer,GIF,worried,negative,12,7/15/2020 4:20
soccer,GIF,hate,negative,5,9/29/2020 17:05
soccer,GIF,indifferent,neutral,20,8/4/2020 17:19
soccer,GIF,intrigued,positive,45,6/28/2020 19:40
soccer,GIF,dislike,negative,10,5/4/2021 1:00
soccer,GIF,adore,positive,72,10/21/2020 12:16
soccer,GIF,want,positive,70,5/19/2021 6:27
soccer,GIF,indifferent,neutral,20,10/9/2020 11:02
soccer,GIF,heart,positive,60,6/30/2020 21:00
soccer,GIF,scared,negative,15,4/28/2021 9:12
soccer,GIF,heart,positive,60,2/10/2021 8:27
soccer,GIF,peeking,neutral,35,10/19/2020 14:27
soccer,GIF,super love,positive,75,9/8/2020 9:03
soccer,GIF,indifferent,neutral,20,7/18/2020 4:17
soccer,GIF,worried,negative,12,5/29/2021 4:12
soccer,GIF,love,positive,65,8/4/2020 6:20
soccer,GIF,disgust,negative,0,12/13/2020 11:27
tennis,GIF,dislike,negative,10,5/2/2021 20:54
tennis,GIF,disgust,negative,0,4/15/2021 0:06
tennis,GIF,heart,positive,60,7/17/2020 11:06
tennis,GIF,dislike,negative,10,4/6/2021 6:50
tennis,GIF,like,positive,50,3/24/2021 7:37
tennis,GIF,cherish,positive,70,2/9/2021 21:34
tennis,GIF,indifferent,neutral,20,6/27/2020 17:15
tennis,GIF,hate,negative,5,1/2/2021 21:30
tennis,GIF,dislike,negative,10,6/27/2020 9:58
tennis,GIF,peeking,neutral,35,12/11/2020 14:23
tennis,GIF,scared,negative,15,11/18/2020 16:29
tennis,GIF,adore,positive,72,4/2/2021 23:41
tennis,GIF,like,positive,50,8/22/2020 0:15
tennis,GIF,intrigued,positive,45,4/5/2021 23:43
tennis,GIF,adore,positive,72,1/5/2021 5:50
tennis,GIF,indifferent,neutral,20,12/9/2020 7:43
tennis,GIF,adore,positive,72,4/30/2021 14:09
tennis,GIF,heart,positive,60,7/20/2020 21:56
tennis,GIF,disgust,negative,0,6/2/2021 18:45
tennis,GIF,like,positive,50,5/16/2021 19:00
tennis,GIF,scared,negative,15,7/4/2020 20:28
tennis,GIF,disgust,negative,0,9/7/2020 4:23
tennis,GIF,hate,negative,5,3/23/2021 21:14
tennis,GIF,want,positive,70,8/15/2020 3:14
tennis,GIF,worried,negative,12,7/30/2020 23:00
tennis,GIF,hate,negative,5,6/28/2020 5:06
tennis,GIF,intrigued,positive,45,10/31/2020 6:57
tennis,GIF,want,positive,70,7/18/2020 16:02
tennis,GIF,adore,positive,72,3/9/2021 9:36
tennis,GIF,want,positive,70,4/10/2021 6:57
tennis,GIF,disgust,negative,0,3/16/2021 6:50
tennis,GIF,peeking,neutral,35,10/5/2020 16:43
tennis,GIF,super love,positive,75,5/26/2021 22:19
tennis,GIF,hate,negative,5,10/11/2020 4:51
tennis,GIF,hate,negative,5,10/20/2020 2:02
tennis,GIF,cherish,positive,70,5/18/2021 13:45
tennis,GIF,love,positive,65,9/4/2020 18:59
tennis,GIF,indifferent,neutral,20,7/1/2020 21:56
tennis,GIF,hate,negative,5,7/30/2020 11:26
tennis,GIF,peeking,neutral,35,10/21/2020 3:04
animals,video,worried,negative,12,10/16/2020 8:23
animals,video,disgust,negative,0,2/6/2021 21:33
animals,video,super love,positive,75,6/14/2021 18:38
animals,video,adore,positive,72,12/29/2020 7:11
animals,video,want,positive,70,11/20/2020 4:33
animals,video,interested,positive,30,10/1/2020 19:49
animals,video,cherish,positive,70,5/3/2021 2:21
animals,video,worried,negative,12,10/23/2020 13:23
animals,video,scared,negative,15,12/1/2020 19:20
animals,video,indifferent,neutral,20,11/5/2020 15:00
animals,video,love,positive,65,2/18/2021 10:55
animals,video,adore,positive,72,7/8/2020 4:49
animals,video,love,positive,65,5/8/2021 17:03
animals,video,interested,positive,30,10/23/2020 0:37
animals,video,want,positive,70,2/23/2021 9:10
animals,video,heart,positive,60,10/18/2020 11:47
animals,video,interested,positive,30,4/6/2021 18:04
animals,video,want,positive,70,12/18/2020 0:18
animals,video,want,positive,70,9/3/2020 14:43
animals,video,interested,positive,30,4/25/2021 21:20
animals,video,like,positive,50,6/29/2020 22:13
animals,video,love,positive,65,7/23/2020 9:56
animals,video,super love,positive,75,5/15/2021 4:41
animals,video,super love,positive,75,10/8/2020 8:16
animals,video,disgust,negative,0,4/10/2021 22:01
animals,video,peeking,neutral,35,2/20/2021 7:23
animals,video,peeking,neutral,35,2/4/2021 18:42
animals,video,adore,positive,72,4/14/2021 5:59
animals,video,like,positive,50,10/31/2020 11:00
animals,video,adore,positive,72,8/9/2020 21:47
animals,video,heart,positive,60,1/20/2021 4:03
animals,video,interested,positive,30,1/4/2021 9:24
animals,video,love,positive,65,6/19/2020 13:37
animals,video,disgust,negative,0,8/15/2020 9:12
animals,video,worried,negative,12,6/10/2021 8:02
animals,video,love,positive,65,1/27/2021 3:34
animals,video,adore,positive,72,9/1/2020 23:09
animals,video,super love,positive,75,9/21/2020 5:19
animals,audio,like,positive,50,5/6/2021 23:41
animals,audio,super love,positive,75,3/23/2021 16:51
animals,audio,interested,positive,30,7/26/2020 22:46
animals,audio,interested,positive,30,5/21/2021 8:50
animals,audio,disgust,negative,0,9/13/2020 20:34
animals,audio,intrigued,positive,45,8/27/2020 20:03
animals,audio,heart,positive,60,2/19/2021 12:35
animals,audio,love,positive,65,6/15/2021 11:00
animals,audio,peeking,neutral,35,12/6/2020 8:52
animals,audio,cherish,positive,70,12/16/2020 4:12
animals,audio,dislike,negative,10,11/18/2020 9:40
animals,audio,peeking,neutral,35,12/13/2020 19:16
animals,audio,peeking,neutral,35,10/19/2020 11:38
animals,audio,indifferent,neutral,20,6/19/2020 11:28
animals,audio,interested,positive,30,1/24/2021 1:29
animals,audio,dislike,negative,10,9/21/2020 18:32
animals,audio,love,positive,65,12/28/2020 17:34
animals,audio,love,positive,65,5/6/2021 5:17
animals,audio,interested,positive,30,12/3/2020 17:19
animals,audio,love,positive,65,6/26/2020 13:39
public speaking,GIF,scared,negative,15,7/3/2020 4:27
public speaking,GIF,worried,negative,12,1/11/2021 4:28
public speaking,GIF,intrigued,positive,45,8/26/2020 10:28
public speaking,GIF,heart,positive,60,10/15/2020 3:58
public speaking,GIF,like,positive,50,5/8/2021 5:44
public speaking,GIF,want,positive,70,2/26/2021 10:14
public speaking,GIF,heart,positive,60,11/25/2020 1:58
public speaking,GIF,intrigued,positive,45,5/28/2021 23:34
public speaking,GIF,scared,negative,15,8/20/2020 22:02
public speaking,GIF,dislike,negative,10,3/26/2021 15:59
public speaking,GIF,hate,negative,5,3/16/2021 18:24
public speaking,GIF,cherish,positive,70,6/19/2020 13:32
public speaking,GIF,disgust,negative,0,1/30/2021 10:46
public speaking,GIF,love,positive,65,12/29/2020 1:05
public speaking,GIF,adore,positive,72,1/18/2021 1:31
public speaking,GIF,dislike,negative,10,1/31/2021 8:00
public speaking,GIF,cherish,positive,70,7/14/2020 1:21
public speaking,GIF,heart,positive,60,2/10/2021 17:56
public speaking,GIF,love,positive,65,6/27/2020 4:36
public speaking,GIF,cherish,positive,70,12/27/2020 22:15
public speaking,GIF,adore,positive,72,9/8/2020 8:27
public speaking,GIF,intrigued,positive,45,11/22/2020 6:23
public speaking,GIF,want,positive,70,1/6/2021 1:37
public speaking,GIF,dislike,negative,10,8/17/2020 4:16
public speaking,GIF,heart,positive,60,12/2/2020 0:16
public speaking,GIF,peeking,neutral,35,1/29/2021 19:19
public speaking,GIF,disgust,negative,0,7/26/2020 4:20
public speaking,GIF,heart,positive,60,7/9/2020 23:12
public speaking,GIF,love,positive,65,6/2/2021 3:51
public speaking,GIF,want,positive,70,6/14/2021 21:11
public speaking,GIF,dislike,negative,10,11/7/2020 15:12
public speaking,GIF,interested,positive,30,5/2/2021 4:50
public speaking,GIF,interested,positive,30,4/16/2021 22:23
public speaking,GIF,intrigued,positive,45,4/3/2021 12:00
public speaking,GIF,heart,positive,60,1/26/2021 1:05
culture,GIF,scared,negative,15,7/30/2020 4:29
culture,GIF,worried,negative,12,1/20/2021 8:50
culture,GIF,scared,negative,15,8/26/2020 2:46
culture,GIF,super love,positive,75,6/10/2021 7:54
culture,GIF,adore,positive,72,7/29/2020 8:55
culture,video,indifferent,neutral,20,6/23/2020 4:44
culture,video,dislike,negative,10,5/30/2021 19:45
culture,video,want,positive,70,3/13/2021 11:54
culture,video,super love,positive,75,1/11/2021 9:17
culture,video,love,positive,65,11/16/2020 15:25
culture,video,disgust,negative,0,5/8/2021 13:39
culture,video,disgust,negative,0,10/24/2020 22:59
fitness,photo,heart,positive,60,7/22/2020 22:42
fitness,photo,dislike,negative,10,5/7/2021 18:51
fitness,photo,super love,positive,75,6/5/2021 4:39
fitness,photo,cherish,positive,70,7/23/2020 5:44
fitness,photo,dislike,negative,10,11/7/2020 3:37
fitness,photo,peeking,neutral,35,9/24/2020 16:51
fitness,photo,dislike,negative,10,12/7/2020 12:24
fitness,photo,love,positive,65,6/5/2021 4:24
fitness,photo,intrigued,positive,45,5/24/2021 15:32
fitness,photo,adore,positive,72,8/27/2020 7:49
fitness,photo,dislike,negative,10,4/17/2021 0:10
fitness,photo,worried,negative,12,5/25/2021 5:58
fitness,photo,dislike,negative,10,5/17/2021 2:11
fitness,photo,super love,positive,75,4/5/2021 1:13
fitness,photo,want,positive,70,7/9/2020 18:36
fitness,photo,hate,negative,5,3/17/2021 0:36
fitness,photo,super love,positive,75,12/29/2020 22:15
fitness,photo,want,positive,70,8/3/2020 17:13
fitness,photo,adore,positive,72,12/15/2020 3:10
fitness,photo,super love,positive,75,6/23/2020 4:05
fitness,photo,dislike,negative,10,11/25/2020 14:16
fitness,photo,intrigued,positive,45,6/12/2021 23:03
fitness,photo,heart,positive,60,4/10/2021 19:06
fitness,photo,indifferent,neutral,20,6/3/2021 21:42
fitness,photo,worried,negative,12,6/16/2021 0:22
fitness,photo,worried,negative,12,5/17/2021 6:30
fitness,photo,disgust,negative,0,10/19/2020 1:31
fitness,photo,adore,positive,72,4/24/2021 10:06
fitness,photo,scared,negative,15,10/21/2020 10:10
fitness,photo,scared,negative,15,11/26/2020 2:13
fitness,photo,peeking,neutral,35,12/3/2020 13:49
fitness,photo,super love,positive,75,3/17/2021 19:59
fitness,photo,want,positive,70,2/11/2021 18:48
fitness,photo,scared,negative,15,3/18/2021 13:41
fitness,photo,disgust,negative,0,12/28/2020 17:47
fitness,photo,dislike,negative,10,11/5/2020 16:54
fitness,photo,super love,positive,75,7/26/2020 17:57
fitness,photo,cherish,positive,70,11/30/2020 14:47
fitness,photo,disgust,negative,0,10/14/2020 1:23
fitness,photo,cherish,positive,70,6/24/2020 16:50
fitness,photo,like,positive,50,9/3/2020 13:26
fitness,photo,disgust,negative,0,12/13/2020 7:09
fitness,photo,like,positive,50,3/15/2021 6:50
fitness,photo,want,positive,70,5/15/2021 2:19
culture,photo,worried,negative,12,9/16/2020 23:33
culture,photo,super love,positive,75,12/17/2020 13:14
culture,photo,cherish,positive,70,3/22/2021 12:48
culture,photo,intrigued,positive,45,2/12/2021 11:59
culture,photo,cherish,positive,70,1/19/2021 20:12
culture,photo,like,positive,50,12/22/2020 23:10
culture,photo,dislike,negative,10,1/17/2021 2:19
culture,photo,indifferent,neutral,20,4/21/2021 20:59
culture,photo,dislike,negative,10,3/29/2021 16:18
culture,photo,heart,positive,60,11/26/2020 16:58
culture,photo,peeking,neutral,35,8/25/2020 12:22
culture,photo,peeking,neutral,35,5/10/2021 5:29
culture,photo,indifferent,neutral,20,5/13/2021 23:29
culture,photo,disgust,negative,0,8/15/2020 23:45
culture,photo,scared,negative,15,5/16/2021 5:26
culture,photo,dislike,negative,10,6/2/2021 23:38
culture,photo,interested,positive,30,11/27/2020 18:39
culture,photo,scared,negative,15,5/29/2021 15:33
culture,photo,adore,positive,72,7/15/2020 5:27
culture,photo,love,positive,65,7/24/2020 11:16
culture,photo,love,positive,65,9/29/2020 2:43
culture,photo,hate,negative,5,1/14/2021 14:22
culture,photo,like,positive,50,2/20/2021 9:06
culture,photo,want,positive,70,2/16/2021 7:59
culture,photo,worried,negative,12,4/21/2021 0:54
culture,photo,heart,positive,60,4/16/2021 12:45
culture,photo,like,positive,50,5/27/2021 20:32
culture,photo,indifferent,neutral,20,3/25/2021 19:29
culture,photo,hate,negative,5,11/5/2020 17:37
culture,photo,like,positive,50,9/26/2020 4:10
culture,photo,indifferent,neutral,20,6/1/2021 18:50
culture,photo,disgust,negative,0,7/13/2020 16:20
culture,photo,interested,positive,30,11/5/2020 0:44
culture,photo,dislike,negative,10,3/22/2021 18:19
culture,photo,want,positive,70,11/4/2020 9:50
culture,photo,worried,negative,12,4/9/2021 15:33
culture,photo,super love,positive,75,7/12/2020 18:10
culture,photo,intrigued,positive,45,9/30/2020 21:02
culture,photo,hate,negative,5,7/12/2020 16:29
culture,photo,disgust,negative,0,6/5/2021 10:28
culture,photo,scared,negative,15,2/17/2021 2:22
culture,photo,cherish,positive,70,2/23/2021 21:57
culture,photo,want,positive,70,6/6/2021 12:16
culture,photo,hate,negative,5,7/6/2020 5:31
culture,photo,hate,negative,5,3/17/2021 18:09
cooking,photo,want,positive,70,12/11/2020 5:50
cooking,photo,adore,positive,72,6/30/2020 16:57
cooking,photo,dislike,negative,10,4/22/2021 10:38
cooking,photo,want,positive,70,12/6/2020 11:07
cooking,photo,want,positive,70,2/1/2021 22:09
cooking,photo,hate,negative,5,7/7/2020 3:26
cooking,photo,intrigued,positive,45,3/6/2021 12:13
cooking,photo,peeking,neutral,35,8/27/2020 2:48
cooking,photo,adore,positive,72,12/3/2020 2:19
cooking,photo,worried,negative,12,6/10/2021 11:53
cooking,photo,scared,negative,15,7/8/2020 22:16
cooking,photo,scared,negative,15,4/6/2021 21:39
cooking,photo,peeking,neutral,35,11/27/2020 9:34
cooking,photo,like,positive,50,12/1/2020 15:52
cooking,photo,dislike,negative,10,12/29/2020 11:59
cooking,photo,like,positive,50,10/3/2020 2:26
cooking,photo,dislike,negative,10,12/23/2020 2:41
cooking,photo,interested,positive,30,1/14/2021 3:22
cooking,photo,peeking,neutral,35,1/13/2021 13:22
cooking,photo,dislike,negative,10,6/4/2021 12:17
cooking,photo,worried,negative,12,4/26/2021 0:41
cooking,photo,want,positive,70,1/3/2021 3:39
cooking,photo,worried,negative,12,4/1/2021 15:50
cooking,photo,disgust,negative,0,2/11/2021 8:25
cooking,photo,heart,positive,60,11/27/2020 18:11
cooking,photo,interested,positive,30,4/7/2021 5:33
cooking,photo,heart,positive,60,11/7/2020 17:20
cooking,photo,disgust,negative,0,1/11/2021 11:33
cooking,photo,worried,negative,12,1/24/2021 15:09
cooking,photo,dislike,negative,10,6/10/2021 16:41
cooking,photo,cherish,positive,70,6/5/2021 19:54
cooking,photo,intrigued,positive,45,9/11/2020 18:07
cooking,photo,super love,positive,75,5/14/2021 22:14
cooking,photo,want,positive,70,12/25/2020 22:05
cooking,photo,dislike,negative,10,4/20/2021 1:16
cooking,photo,intrigued,positive,45,5/19/2021 10:01
cooking,photo,intrigued,positive,45,9/18/2020 21:27
cooking,photo,hate,negative,5,10/21/2020 5:36
cooking,photo,dislike,negative,10,6/29/2020 2:59
cooking,photo,super love,positive,75,12/28/2020 13:09
cooking,photo,adore,positive,72,8/3/2020 5:59
tennis,audio,interested,positive,30,9/28/2020 6:28
tennis,audio,love,positive,65,3/16/2021 21:59
tennis,audio,hate,negative,5,12/21/2020 22:43
tennis,audio,super love,positive,75,10/21/2020 14:53
tennis,audio,interested,positive,30,5/4/2021 14:13
tennis,audio,cherish,positive,70,4/25/2021 13:01
tennis,audio,indifferent,neutral,20,10/6/2020 12:27
tennis,audio,hate,negative,5,8/21/2020 23:57
tennis,audio,scared,negative,15,2/10/2021 6:22
tennis,audio,dislike,negative,10,9/6/2020 16:34
tennis,audio,worried,negative,12,6/7/2021 14:38
tennis,audio,intrigued,positive,45,11/27/2020 11:26
tennis,audio,worried,negative,12,4/1/2021 6:43
tennis,audio,cherish,positive,70,1/10/2021 23:59
tennis,audio,cherish,positive,70,7/12/2020 23:06
tennis,audio,dislike,negative,10,12/24/2020 3:00
tennis,audio,want,positive,70,6/9/2021 20:14
tennis,audio,worried,negative,12,2/5/2021 16:31
tennis,audio,scared,negative,15,9/14/2020 8:23
tennis,audio,worried,negative,12,12/21/2020 4:54
tennis,audio,want,positive,70,12/15/2020 8:16
tennis,audio,want,positive,70,10/3/2020 20:23
tennis,audio,peeking,neutral,35,2/3/2021 5:13
tennis,audio,heart,positive,60,6/7/2021 13:15
tennis,audio,disgust,negative,0,10/27/2020 17:15
tennis,audio,indifferent,neutral,20,6/4/2021 1:47
tennis,audio,like,positive,50,2/11/2021 14:41
tennis,audio,interested,positive,30,11/9/2020 11:20
tennis,audio,scared,negative,15,7/31/2020 8:56
tennis,audio,love,positive,65,9/14/2020 9:19
tennis,audio,scared,negative,15,7/21/2020 23:13
tennis,audio,indifferent,neutral,20,3/11/2021 5:08
tennis,audio,dislike,negative,10,8/30/2020 8:47
tennis,audio,disgust,negative,0,4/28/2021 21:14
tennis,audio,want,positive,70,10/20/2020 14:23
tennis,audio,want,positive,70,7/20/2020 11:04
tennis,audio,super love,positive,75,3/11/2021 0:21
tennis,audio,want,positive,70,2/28/2021 5:27
tennis,audio,disgust,negative,0,5/15/2021 5:57
tennis,audio,cherish,positive,70,3/14/2021 21:39
tennis,audio,worried,negative,12,3/6/2021 5:55
tennis,audio,like,positive,50,12/20/2020 10:57
technology,video,dislike,negative,10,12/10/2020 8:32
technology,video,intrigued,positive,45,5/16/2021 5:22
technology,video,disgust,negative,0,11/30/2020 7:31
technology,video,cherish,positive,70,8/17/2020 6:57
technology,video,peeking,neutral,35,1/16/2021 9:48
technology,video,adore,positive,72,4/1/2021 20:09
technology,video,indifferent,neutral,20,4/2/2021 6:19
technology,video,super love,positive,75,4/23/2021 6:30
technology,video,hate,negative,5,6/6/2021 23:17
technology,video,adore,positive,72,12/14/2020 14:30
technology,video,adore,positive,72,4/8/2021 5:42
technology,video,dislike,negative,10,6/30/2020 13:59
technology,video,intrigued,positive,45,6/13/2021 17:41
technology,video,disgust,negative,0,9/16/2020 11:25
technology,video,interested,positive,30,5/12/2021 3:44
technology,video,cherish,positive,70,5/24/2021 5:01
technology,video,indifferent,neutral,20,9/19/2020 22:42
technology,video,interested,positive,30,12/2/2020 11:21
technology,video,super love,positive,75,3/9/2021 10:14
technology,video,cherish,positive,70,2/5/2021 18:40
technology,video,super love,positive,75,10/21/2020 18:29
technology,video,adore,positive,72,4/30/2021 22:33
technology,video,disgust,negative,0,5/16/2021 20:04
technology,video,adore,positive,72,12/4/2020 8:29
technology,video,worried,negative,12,8/22/2020 1:10
technology,video,adore,positive,72,9/10/2020 6:59
technology,video,disgust,negative,0,3/10/2021 17:42
healthy eating,photo,hate,negative,5,4/10/2021 9:56
healthy eating,photo,love,positive,65,5/12/2021 10:31
healthy eating,photo,indifferent,neutral,20,1/31/2021 1:40
healthy eating,photo,hate,negative,5,12/17/2020 19:16
healthy eating,photo,worried,negative,12,6/29/2020 11:09
healthy eating,photo,disgust,negative,0,9/27/2020 17:27
healthy eating,photo,disgust,negative,0,9/26/2020 13:47
healthy eating,photo,intrigued,positive,45,7/7/2020 15:55
healthy eating,photo,adore,positive,72,9/1/2020 22:58
healthy eating,photo,indifferent,neutral,20,5/25/2021 14:29
healthy eating,photo,scared,negative,15,11/7/2020 21:27
healthy eating,photo,disgust,negative,0,11/13/2020 12:22
healthy eating,photo,adore,positive,72,7/2/2020 10:20
healthy eating,photo,heart,positive,60,10/22/2020 8:03
healthy eating,photo,indifferent,neutral,20,7/31/2020 20:06
healthy eating,photo,indifferent,neutral,20,10/16/2020 6:54
healthy eating,photo,adore,positive,72,7/4/2020 22:44
healthy eating,photo,intrigued,positive,45,5/4/2021 14:05
healthy eating,photo,indifferent,neutral,20,1/27/2021 20:10
healthy eating,photo,scared,negative,15,7/31/2020 12:53
healthy eating,photo,scared,negative,15,1/2/2021 8:56
healthy eating,photo,disgust,negative,0,5/7/2021 6:14
healthy eating,photo,peeking,neutral,35,7/16/2020 18:47
healthy eating,photo,hate,negative,5,10/16/2020 9:05
healthy eating,photo,hate,negative,5,10/11/2020 0:13
healthy eating,photo,indifferent,neutral,20,1/30/2021 4:19
healthy eating,photo,intrigued,positive,45,9/5/2020 20:31
healthy eating,photo,interested,positive,30,11/29/2020 1:59
healthy eating,photo,love,positive,65,8/30/2020 0:13
healthy eating,photo,heart,positive,60,8/16/2020 22:11
healthy eating,photo,like,positive,50,4/21/2021 8:31
healthy eating,photo,worried,negative,12,3/2/2021 23:46
healthy eating,photo,scared,negative,15,4/26/2021 3:37
